SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (2-4 Unit),115-117 Hawkins St,Newark,NJ,07105,880000,9,5.0,Newark,,5001,,344,,,Active,,,http://www.redfin.com/NJ/Newark/115-Hawkins-St-07105/home/36270291,NJMLS,20012397,N,Y,40.727577,-74.1391318
MLS Listing,,Single Family Residential,80 HILLCREST Ter,East Orange City,NJ,07018-2358,224900,3,1.5,East Orange City,,3920,,347,,,Active,,,http://www.redfin.com/NJ/East-Orange/80-Hillcrest-Ter-07018/home/36150233,GSMLS,3625366,N,Y,40.745886,-74.222619
MLS Listing,,Multi-Family (2-4 Unit),157 S 10th St,Newark,NJ,07107,399900,8,3.0,Newark,,2500,,360,,,Active,,,http://www.redfin.com/NJ/Newark/157-S-10th-St-07107/home/36258861,NJMLS,20010614,N,Y,40.7475989,-74.1972734
MLS Listing,,Multi-Family (2-4 Unit),477 S 19th St,Newark,NJ,07103,369900,7,3.0,Newark,,2500,,385,,,Active,,,http://www.redfin.com/NJ/Newark/477-S-19th-St-07103/home/36235502,NJMLS,20006462,N,Y,40.7404901,-74.209621
MLS Listing,,Multi-Family (5+ Unit),63-69 Madison Ave,Newark,NJ,07108,957000,18,,Newark,,,,391,,,Active,,,http://www.redfin.com/NJ/Newark/63-Madison-Ave-07108/home/36274515,NJMLS,20005533,N,Y,40.7228684,-74.1967652
MLS Listing,,Multi-Family (2-4 Unit),768 S 12th St,Newark,NJ,07108,369000,6,3.0,Newark,,3372,,403,,,Active,,,http://www.redfin.com/NJ/Newark/768-S-12th-St-07108/home/36273583,NJMLS,20003614,N,Y,40.7266357,-74.2075918
MLS Listing,,Multi-Family (2-4 Unit),11 Vermont Ave,Newark,NJ,07106,129900,3,1.5,Newark,,1808,,417,,,Active,,,http://www.redfin.com/NJ/Newark/11-Vermont-Ave-07106/home/36293083,NJMLS,20001624,N,Y,40.7447005,-74.2210349
MLS Listing,,Multi-Family (2-4 Unit),11 VERMONT Ave #13,Newark City,NJ,07106-2032,129900,3,1.5,Newark City,,1742,1865,425,,,Active,,,http://www.redfin.com/NJ/Newark/11-Vermont-Ave-07106/unit-13/home/174333509,GSMLS,3607769,N,Y,40.7447005,-74.2210349
MLS Listing,,Vacant Land,206-212 Brookdale Ave,Newark,NJ,07106,898000,,,Newark,,,,443,,,Active,,,http://www.redfin.com/NJ/Newark/206-Brookdale-Ave-07106/home/165683706,NJMLS,1955078,N,Y,40.7390835,-74.2293818
MLS Listing,,Multi-Family (2-4 Unit),37 3RD St,Newark City,NJ,07107-3107,450000,6,5.0,Newark City,,1742,,575,,,Active,,,http://www.redfin.com/NJ/Newark/37-3rd-St-07107/home/168618322,GSMLS,3579079,N,Y,40.748818,-74.189448
MLS Listing,,Multi-Family (2-4 Unit),35 3RD St,Newark City,NJ,07107-3107,450000,6,5.0,Newark City,,3484,,575,,,Active,,,http://www.redfin.com/NJ/Newark/35-3rd-St-07107/home/174323064,GSMLS,3579058,N,Y,40.7487036,-74.1895244
